,,,,,,30,15,30,15,10,,,,,,,
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h12m18s971.png,10/14,12:12,Queso,No,,Sí,Sí,Correcta,Correcto,No,0,10,30,15,10,65,Fail
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h12m31s689.png,10/14,12:14,Otra,No,,No,No,Aceptable,Correcto,No,35,0,20,15,10,80,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h13m37s652.png,10/14,12:38,Pepperoni,No,,No,No,Mala,Correcto,Sí,35,0,5,15,0,55,Fail
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h13m41s991.png,10/14,12:40,Pepperoni,Sí,,No,Sí,Aceptable,Alto,No,35,10,20,5,10,80,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h13m44s527.png,10/14,12:42,Pepperoni,Sí,,No,Sí,Media,Correcto,No,35,10,15,15,10,85,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h13m57s330.png,10/14,12:46,Pepperoni,No,,No,No,Media,Correcto,No,35,0,15,15,10,75,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h14m00s527.png,10/14,12:49,Pepperoni,No,,No,Sí,Media,Correcto,No,35,10,15,15,10,85,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h14m07s120.png,10/14,12:49,Pepperoni,No,,No,No,Media,Correcto,No,35,0,15,15,10,75,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h14m10s073.png,10/14,12:50,Pepperoni,No,,No,Sí,Media,Correcto,No,35,10,15,15,10,85,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h14m17s858.png,10/14,12:53,Pepperoni,No,,No,No,Media,Correcto,No,35,0,15,15,10,75,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h14m31s170.png,10/14,13:04,3 Meat Treat,No,,No,Sí,Aceptable,Correcto,No,35,10,20,15,10,90,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h14m49s435.png,10/14,13:21,Extra Extra,No,,No,Sí,Media,Correcto,Sí,35,10,15,15,0,75,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h14m58s912.png,10/14,13:43,Pepperoni,No,,No,Sí,Media,Correcto,Sí,35,10,15,15,0,75,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h15m28s861.png,10/14,14:03,Otra,Sí,,No,Sí,Aceptable,Bajo,No,35,10,20,5,10,80,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h15m30s649.png,10/14,14:03,Pepperoni,No,,No,Sí,Aceptable,Correcto,No,35,10,20,15,10,90,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h15m34s666.png,10/14,14:06,Pepperoni,No,,No,Sí,Media,Correcto,Sí,35,10,15,15,0,75,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h15m43s346.png,10/14,14:08,3 Meat Treat,No,,No,No,Media,Correcto,No,35,0,15,15,10,75,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h15m44s788.png,10/14,14:09,Pepperoni,No,,No,Sí,Aceptable,Correcto,No,35,10,20,15,10,90,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h15m54s420.png,10/14,14:17,Otra,No,,No,Sí,Correcta,Correcto,No,35,10,30,15,10,100,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h15m56s936.png,10/14,14:20,Extra Extra,No,,No,Sí,Media,Bajo,No,35,10,15,5,10,75,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h15m59s781.png,10/14,14:25,Pepperoni,No,,No,No,Media,Correcto,No,35,0,15,15,10,75,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h16m05s267.png,10/14,14:27,Pepperoni,No,,No,No,Media,Correcto,No,35,0,15,15,10,75,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h16m22s218.png,10/14,14:41,Pepperoni,Sí,,No,Sí,Media,Correcto,No,35,10,15,15,10,85,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h16m25s295.png,10/14,14:42,Pepperoni,No,,No,Sí,Mala,Alto,No,35,10,5,5,10,65,Fail
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h16m27s494.png,10/14,14:44,Queso,No,,No,Sí,Aceptable,Correcto,No,35,10,20,15,10,90,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h16m35s256.png,10/14,14:47,Otra,No,,No,No,Correcta,Correcto,No,35,0,30,15,10,90,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h16m41s856.png,10/14,14:56,Pepperoni,No,,No,Sí,Aceptable,Correcto,No,35,10,20,15,10,90,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h16m46s959.png,10/14,14:57,Pepperoni,No,,No,Sí,Aceptable,Correcto,No,35,10,20,15,10,90,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h16m53s499.png,10/14,14:58,3 Meat Treat,No,,No,No,Aceptable,Correcto,No,35,0,20,15,10,80,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h16m55s094.png,10/14,15:00,Pepperoni,No,,No,No,Correcta,Alto,Sí,35,0,30,5,0,70,Fail
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h17m02s559.png,10/14,15:07,3 Meat Treat,No,,No,No,Aceptable,Correcto,No,35,0,20,15,10,80,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h17m28s494.png,10/14,18:08,Pepperoni,No,,No,Sí,Media,Bajo,No,35,10,15,5,10,75,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h17m30s412.png,10/14,18:08,Pepperoni,No,,No,No,Mala,Correcto,Sí,35,0,5,15,0,55,Fail
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h17m45s594.png,10/14,18:16,Pepperoni,No,,No,Sí,Aceptable,Correcto,No,35,10,20,15,10,90,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h17m56s798.png,10/14,18:25,Pepperoni,No,,No,Sí,Aceptable,Correcto,No,35,10,20,15,10,90,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h18m22s919.png,10/14,19:14,Pepperoni,Sí,,Sí,Sí,Mala,Correcto,No,0,10,5,15,10,40,Fail
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h18m45s221.png,10/14,19:40,Queso,No,,No,No,Aceptable,Alto,No,35,0,20,5,10,70,Fail
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h18m54s741.png,10/14,19:52,Pepperoni,No,,No,Sí,Media,Correcto,No,35,10,15,15,10,85,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h19m16s399.png,10/14,20:23,Pepperoni,No,,No,Sí,Mala,Correcto,No,35,10,5,15,10,75,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h19m21s453.png,10/14,20:24,Pepperoni,No,,No,No,Aceptable,Correcto,No,35,0,20,15,10,80,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h19m46s423.png,10/14,20:54,Extra Extra,No,,No,Sí,Aceptable,Correcto,Sí,35,10,20,15,0,80,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-15/vlcsnap-2025-10-15-07h19m49s912.png,10/14,20:55,3 Meat Treat,No,,No,No,Aceptable,Correcto,No,35,0,20,15,10,80,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-16/vlcsnap-2025-10-15-23h11m58s998.png,10/15,13:02,Pepperoni,No,,No,Sí,Media,Bajo,No,35,10,15,5,10,75,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-16/vlcsnap-2025-10-15-23h12m04s569.png,10/15,13:04,Pepperoni,No,,Sí,Sí,Media,Correcto,No,0,10,15,15,10,50,Fail
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-16/vlcsnap-2025-10-15-23h12m08s315.png,10/15,13:05,3 Meat Treat,No,,No,Sí,Aceptable,Correcto,No,35,10,20,15,10,90,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-16/vlcsnap-2025-10-15-23h12m13s935.png,10/15,13:06,3 Meat Treat,No,,No,No,Aceptable,Correcto,No,35,0,20,15,10,80,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-16/vlcsnap-2025-10-15-23h12m26s708.png,10/15,13:08,Pepperoni,No,,Sí,No,Media,Correcto,Sí,0,0,15,15,0,30,Fail
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-16/vlcsnap-2025-10-15-23h12m54s684.png,10/15,13:18,3 Meat Treat,No,,No,No,Aceptable,Correcto,No,35,0,20,15,10,80,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-16/vlcsnap-2025-10-15-23h12m59s464.png,10/15,13:19,Pepperoni,Sí,,No,Sí,Media,Correcto,No,35,10,15,15,10,85,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-16/vlcsnap-2025-10-15-23h13m41s605.png,10/15,13:37,3 Meat Treat,No,,No,Sí,Correcta,Correcto,No,35,10,30,15,10,100,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-16/vlcsnap-2025-10-15-23h13m48s985.png,10/15,13:39,Pepperoni,Sí,,No,Sí,Aceptable,Correcto,No,35,10,20,15,10,90,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-16/vlcsnap-2025-10-15-23h13m52s827.png,10/15,13:41,Pepperoni,No,,No,Sí,Aceptable,Correcto,Sí,35,10,20,15,0,80,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-16/vlcsnap-2025-10-15-23h14m11s408.png,10/15,14:45,3 Meat Treat,No,,No,No,Aceptable,Correcto,No,35,0,20,15,10,80,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-16/vlcsnap-2025-10-15-23h14m16s691.png,10/15,13:47,Pepperoni,No,,No,No,Mala,Correcto,Sí,35,0,5,15,0,55,Fail
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-16/vlcsnap-2025-10-15-23h14m35s797.png,10/15,14:14,Pepperoni,No,,Sí,No,Deficiente,Correcto,No,0,0,0,15,10,25,Fail
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-16/vlcsnap-2025-10-15-23h15m20s294.png,10/15,14:29,Pepperoni,No,,No,Sí,Aceptable,Correcto,Sí,35,10,20,15,0,80,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-16/vlcsnap-2025-10-15-23h15m46s251.png,10/15,14:36,Otra,No,,No,No,Correcta,Correcto,No,35,0,30,15,10,90,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-16/vlcsnap-2025-10-15-23h16m30s724.png,10/15,18:03,Pepperoni,No,,No,No,Mala,Alto,Sí,35,0,5,5,0,45,Fail
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-16/vlcsnap-2025-10-15-23h16m36s455.png,10/15,18:03,Pepperoni,No,,No,No,Media,Correcto,No,35,0,15,15,10,75,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-16/vlcsnap-2025-10-15-23h16m42s583.png,10/15,18:06,Pepperoni,Sí,,No,No,Media,Correcto,No,35,0,15,15,10,75,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-16/vlcsnap-2025-10-15-23h16m47s316.png,10/15,18:08,3 Meat Treat,Sí,,No,Sí,Aceptable,Correcto,No,35,10,20,15,10,90,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-16/vlcsnap-2025-10-15-23h16m53s435.png,10/15,18:11,Pepperoni,No,,No,No,Deficiente,Correcto,No,35,0,0,15,10,60,Fail
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-16/vlcsnap-2025-10-15-23h17m00s907.png,10/15,18:14,Pepperoni,No,,No,No,Media,Correcto,No,35,0,15,15,10,75,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-16/vlcsnap-2025-10-15-23h17m06s262.png,10/15,18:18,Pepperoni,No,,No,Sí,Aceptable,Correcto,Sí,35,10,20,15,0,80,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-16/vlcsnap-2025-10-15-23h17m20s440.png,10/15,18:23,Otra,No,,No,No,Aceptable,Bajo,No,35,0,20,5,10,70,Fail
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-16/vlcsnap-2025-10-15-23h17m41s747.png,10/15,18:37,Pepperoni,No,,No,Sí,Media,Correcto,No,35,10,15,15,10,85,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-16/vlcsnap-2025-10-15-23h17m49s156.png,10/15,18:39,Pepperoni,No,,No,Sí,Aceptable,Correcto,No,35,10,20,15,10,90,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-16/vlcsnap-2025-10-15-23h18m23s963.png,10/15,19:08,3 Meat Treat,No,,Sí,No,Correcta,Correcto,No,0,0,30,15,10,55,Fail
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-16/vlcsnap-2025-10-15-23h18m36s462.png,10/15,19:10,Pepperoni,No,,No,Sí,Deficiente,Alto,No,35,10,0,5,10,60,Fail
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-16/vlcsnap-2025-10-15-23h18m49s736.png,10/15,19:11,Extra Extra,No,,No,Sí,Media,Correcto,Sí,35,10,15,15,0,75,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-16/vlcsnap-2025-10-15-23h18m53s799.png,10/15,19:12,Pepperoni,No,,Sí,No,Mala,Correcto,No,0,0,5,15,10,30,Fail
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-16/vlcsnap-2025-10-15-23h18m57s695.png,10/15,19:13,Pepperoni,No,,No,No,Mala,Correcto,Sí,35,0,5,15,0,55,Fail
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-16/vlcsnap-2025-10-15-23h19m28s477.png,10/15,19:24,Pepperoni,No,,No,Sí,Mala,Correcto,No,35,10,5,15,10,75,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-16/vlcsnap-2025-10-15-23h19m33s807.png,10/15,19:26,Pepperoni,Sí,,No,Sí,Media,Correcto,Sí,35,10,15,15,0,75,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-16/vlcsnap-2025-10-15-23h19m49s033.png,10/15,19:30,Pepperoni,No,,Sí,No,Mala,Correcto,No,0,0,5,15,10,30,Fail
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-16/vlcsnap-2025-10-15-23h20m10s654.png,10/15,19:39,Pepperoni,No,,No,No,Mala,Correcto,No,35,0,5,15,10,65,Fail
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-16/vlcsnap-2025-10-15-23h20m21s015.png,10/15,19:41,Pepperoni,No,,No,Sí,Mala,Correcto,No,35,10,5,15,10,75,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-16/vlcsnap-2025-10-15-23h20m27s661.png,10/15,19:43,Pepperoni,No,,No,No,Correcta,Correcto,No,35,0,30,15,10,90,Pass
